ID,Path,Element,Parent Path,Level,Root Element,Declared In,Declaration,Data Type,Type Source,Content,Min Occurs,Max Occurs,Required,Repeatable,Enumeration Count,Enumerated Values,Definition
618,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisDateTime,AnalysisDateTime,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
619,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisDateTime/ExactDate,ExactDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisDateTime,7,SiteStratigraphy,RadiometricDatesType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
620,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisDateTime/DateText,DateText,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisDateTime,7,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
621,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/Identifiers,Identifiers,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
622,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/Identifiers/Person,Person,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
623,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
624,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisReferences,AnalysisReferences,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for 1 or more references related to the analysis
625,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisReferences/AnalysisReference,AnalysisReference,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/AnalysisReferences,7,SiteStratigraphy,RadiometricDatesType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
626,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/PositionInSequence,PositionInSequence,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy,4,SiteStratigraphy,StratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The position this stratigraphic 'unit' has in the sequence for the site. e.g. a bed number
627,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples,SectionUnitSamples,SiteStratigraphy/SiteSections/SectionLog,3,SiteStratigraphy,StratigraphicSectionType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for samples taken from this layer. This should just list ABCD unit GUIDs to detailed unit/sample records but could be extended to use global types to create a standalone schema
628,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample,SectionUnitSample,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples,4,SiteStratigraphy,StratigraphicSectionType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Container for a single sample taken from this layer
629,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample/SampleGUID,SampleGUID,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample,5,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,A unique identifier for another Unit Record in ABCD
630,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample/SampleRef,SampleRef,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample,5,SiteStratigraphy,StratigraphicSectionType,local,xs:anyType,unspecified,any,0,1,N,N,0,,"Identifier for this sample e.g. field log sample number, registration number or similar"
631,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample/SampleType,SampleType,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample,5,SiteStratigraphy,StratigraphicSectionType,local,xs:anyType,unspecified,any,1,1,Y,N,0,,What sort of sample this is. Could be an enumerated list
632,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample/SampleText,SampleText,SiteStratigraphy/SiteSections/SectionLog/SectionUnitSamples/SectionUnitSample,5,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Short description of sample - longer descriptions should be treated under separate unit records.
633,SiteStratigraphy/SiteSections/SectionLog/SectionUnitImages,SectionUnitImages,SiteStratigraphy/SiteSections/SectionLog,3,SiteStratigraphy,StratigraphicSectionType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container for images related to this bed, layer or body within the measured section or borehole."
634,SiteStratigraphy/SiteSections/SectionLog/SectionUnitImages/SectionUnitImage,SectionUnitImage,SiteStratigraphy/SiteSections/SectionLog/SectionUnitImages,4,SiteStratigraphy,StratigraphicSectionType,local,abcd:MultiMediaObject,ABCD 2.06 (external),complex (ABCD),1,1,Y,N,0,,Placeholder for multimedia complex type from main ABCD schema
635,SiteStratigraphy/SiteSections/Borehole,Borehole,SiteStratigraphy/SiteSections,2,SiteStratigraphy,StratigraphicSectionType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for details specific to boreholes and wells. Does not contain spatial reference as this and details of platform etc. are under Gathering in main ABCD schema - but they could be copied to make an independent schema.
636,SiteStratigraphy/SiteSections/Borehole/DrillMethod,DrillMethod,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"How the borehole or well was drilled e.g. reverse circulation drilling, diamond coring, percussion drilling, auger drilling, rotary/barber drilling etc."
637,SiteStratigraphy/SiteSections/Borehole/TypeOfBit,TypeOfBit,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,What type bit was used in the drilling / cutting process - can include diameter and type code
638,SiteStratigraphy/SiteSections/Borehole/HoleDiameter,HoleDiameter,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Diameter of the borehole in milliimetres
639,SiteStratigraphy/SiteSections/Borehole/HoleDirection,HoleDirection,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Direction and inclination of the borehole or well
640,SiteStratigraphy/SiteSections/Borehole/TotalDepth,TotalDepth,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The total depth in metres that was bored or dug
641,SiteStratigraphy/SiteSections/Borehole/OverburdenThickness,OverburdenThickness,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Thickness in metres of non-logged over-burden before solid or logged material was reached.
642,SiteStratigraphy/SiteSections/Borehole/Contractor,Contractor,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The drilling contractor who carried out the work
643,SiteStratigraphy/SiteSections/Borehole/NumberOfCoreBoxes,NumberOfCoreBoxes,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:integer,XML Schema built-in,simple,0,1,N,N,0,,How many core boxes were collected from the borehole or well - integer
644,SiteStratigraphy/SiteSections/Borehole/TotalCoreRecovery,TotalCoreRecovery,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,What percentage of the drilled material was recovered?
645,SiteStratigraphy/SiteSections/Borehole/CommissionedBy,CommissionedBy,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Company or organisation who commissioned the borehole or well
646,SiteStratigraphy/SiteSections/Borehole/Geologists,Geologists,SiteStratigraphy/SiteSections/Borehole,3,SiteStratigraphy,StratigraphicSectionType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,The geologist(s) and or organisation responsible for logging the borehole and or maintaining the borehole record.
647,SiteStratigraphy/SiteSections/Borehole/Geologists/Person,Person,SiteStratigraphy/SiteSections/Borehole/Geologists,4,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
648,SiteStratigraphy/SiteSections/Borehole/Geologists/Organisation,Organisation,SiteStratigraphy/SiteSections/Borehole/Geologists,4,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
649,SiteStratigraphy/SiteSections/StratigraphicSectionImages,StratigraphicSectionImages,SiteStratigraphy/SiteSections,2,SiteStratigraphy,StratigraphicSectionType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for images of the stratigraphic section or borehole and related media.
650,SiteStratigraphy/SiteSections/StratigraphicSectionImages/StratigraphicSectionImage,StratigraphicSectionImage,SiteStratigraphy/SiteSections/StratigraphicSectionImages,3,SiteStratigraphy,StratigraphicSectionType,local,abcd:MultiMediaObject,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,This is a placeholder for MultiMedia complex type from the main ABCD schema
651,MineralRockIdentified,MineralRockIdentified,,0,MineralRockIdentified,(schema),global,efg:MineralRockIdentifiedType,EFG named complexType,complex,1,1,Y,N,0,,
652,MineralRockIdentified/MineralRockGroup,MineralRockGroup,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,(anonymous complexType),EFG inline,complex,0,unbounded,N,Y,0,,"Equivalent to higher taxon for plants and animals. Container for multiple higher groupings for minerals (e.g. silicates, inosilicates) and rocks (e.g. sedimentary, clastic, igneous, extrusive etc.)"
653,MineralRockIdentified/MineralRockGroup/MineralRockGroupName,MineralRockGroupName,MineralRockIdentified/MineralRockGroup,2,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,A single instance of a higher 'taxon' for minerals e.g. Silicates or for rocks e.g. Pyroclstic or meteorites e.g. Carbonaceous Chondrite
654,MineralRockIdentified/MineralRockGroup/MineralRockClassification,MineralRockClassification,MineralRockIdentified/MineralRockGroup,2,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Classification to which the group name belongs e.g. Dana, Strunz etc."
655,MineralRockIdentified/ClassifiedName,ClassifiedName,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,The formal name for the rock or mineral according to a given classification scheme
656,MineralRockIdentified/ClassifiedName/FullScientificNameString,FullScientificNameString,MineralRockIdentified/ClassifiedName,2,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Full formal name string as used in 'Taxon Identified' in main schema
657,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised,MineralRockNameAtomised,MineralRockIdentified/ClassifiedName,2,MineralRockIdentified,MineralRockIdentifiedType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container for formal name elements for rocks, minerals and meteorites"
658,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised/ScientificNameString,ScientificNameString,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised,3,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"Equivalent of Scientific Name but minerals and rocks do not use binomials e.g. Quartz, Fluorite etc."
659,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised/AuthorTeamAndYear,AuthorTeamAndYear,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised,3,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,who named the mineral or rock and when
660,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised/MineralRockClassification,MineralRockClassification,MineralRockIdentified/ClassifiedName/MineralRockNameAtomised,3,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The classification from which this mineral or rockname has been taken
661,MineralRockIdentified/InformalNameString,InformalNameString,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Common name or language variant of formal mineral or rock name e.g. Fluor Spar. Includes attribute for language.
662,MineralRockIdentified/VarietalNameString,VarietalNameString,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Name given to a variety of the mineral, usually based on its colour or form e.g. Saphire is a blue form of Corundum, Moss Agate and Carnelian are varieties of cryptocrystalline Quartz. Marston Marble is a varietal trade name for a biomicrite from Lower Jurassic. Includes attribute for language."
663,MineralRockIdentified/NameAddendum,NameAddendum,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,element from TaxonIdentified complex type
664,MineralRockIdentified/IdentificationQualifier,IdentificationQualifier,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Element as used in TaxonIdentified
665,MineralRockIdentified/Certainty,Certainty,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
666,MineralRockIdentified/NameComments,NameComments,MineralRockIdentified,1,MineralRockIdentified,MineralRockIdentifiedType,local,xs:anyType,unspecified,any,0,1,N,N,0,,Free text relating to the identification of the mineral or rock
667,IdentificationAnalysis,IdentificationAnalysis,,0,IdentificationAnalysis,(schema),global,efg:IdentificationAnalysisType,EFG named complexType,complex,1,1,Y,N,0,,container for analytical techniques employed for identifying a mineral or rock. Note that this differs from the existing Measurement element in that it allows for multiple values to be obtained from a single analysis e.g. percentage values of elements in a mineral.
668,IdentificationAnalysis/IdentificationAnalysisAtomised,IdentificationAnalysisAtomised,IdentificationAnalysis,1,IdentificationAnalysis,IdentificationAnalysisType,local,efg:AnalysisAtomisedType,EFG named complexType,complex,0,unbounded,N,Y,0,,
